Cell HMS LINCS ID	Cell Name	Small Molecule HMS LINCS ID	Small Molecule Name	Replicate	Seeding Density	IC50	Emax (IC)	AUC (IC)	Curve Fit (IC)	r^2 (IC)	EC50 (IC)	Einf (IC)	Hill Coefficient (IC)	GR50	GRmax	AUC (GR)	Curve Fit (GR)	r^2 (GR)	EC50 (GR)	GRinf	Hill Coefficient (GR)
50029	MCF7	10135-101-1	Linsitinib	10	5000.00	3.605	0.4371	0.1974	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9818	0.6041	0.4768	1.7175	1.3906	0.2831	0.2420	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.983	0.6888	0.3360	1.5862
50029	MCF7	10146-101-3	Omipalisib	10	156.25	0.1429	0.3009	0.3911	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9764	0.0605	0.3155	1.1591	0.0559	0.1066	0.4970	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9554	0.0419	0.1755	1.5039
50029	MCF7	10146-101-3	Omipalisib	10	312.50	0.0515	0.2667	0.4934	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9841	0.024	0.2826	1.0928	0.0345	0.1201	0.5852	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9886	0.024	0.1443	0.9317
50029	MCF7	10146-101-3	Omipalisib	10	625.00	0.0409	0.2396	0.5308	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9599	0.0175	0.2582	0.8543	0.0335	0.1088	0.5992	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9661	0.0229	0.1217	0.7291
50029	MCF7	10146-101-3	Omipalisib	10	1250.00	0.0606	0.2160	0.5160	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9919	0.0252	0.2237	0.6758	0.0526	0.0873	0.5645	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9926	0.0387	0.0781	0.5507
50029	MCF7	10146-101-3	Omipalisib	10	2500.00	0.1051	0.2578	0.4852	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9906	0.0269	0.2374	0.4719	0.0623	0.1185	0.5475	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9793	0.0425	0.0754	0.4267
50029	MCF7	10146-101-3	Omipalisib	10	5000.00	1.1188	0.3618	0.3700	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9862	0.3928	0.1370	0.3059	0.2092	0.1009	0.4846	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9783	1.4404	-0.3817	0.2940
50029	MCF7	10236-999-2	17-AAG	10	156.25	0.1139	0.3304	0.4090	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9545	0.0298	0.3883	1.1191	0.0271	-0.2501	0.7441	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9608	0.0326	-0.1285	1.2421
50029	MCF7	10236-999-2	17-AAG	10	312.50	0.0393	0.3760	0.4549	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9387	0.0158	0.3785	1.5563	0.0155	-0.0692	0.7783	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9457	0.0169	-0.0691	1.4794
50029	MCF7	10236-999-2	17-AAG	10	625.00	0.0417	0.3165	0.4376	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9889	0.0239	0.3579	2.2580	0.0235	-0.1594	0.7308	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.99	0.0253	-0.0820	2.0443
50029	MCF7	10236-999-2	17-AAG	10	1250.00	0.0267	0.2823	0.4945	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9939	0.0186	0.3066	2.6231	0.0204	-0.0418	0.7013	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.994	0.0204	0.0038	2.5133
50029	MCF7	10236-999-2	17-AAG	10	2500.00	0.0342	0.2663	0.4864	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9911	0.0234	0.2885	2.2834	0.0278	-0.0070	0.6485	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9912	0.027	0.0277	1.9663
50029	MCF7	10236-999-2	17-AAG	10	5000.00	0.0592	0.2723	0.4465	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9954	0.0364	0.2991	1.8725	0.0449	-0.0043	0.5934	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.995	0.0427	0.0425	1.7504
50029	MCF7	10071-101-1	Palbociclib	11	156.25	0.4037	0.3160	0.2981	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.891	0.1682	0.4830	3.8610	0.2702	0.1390	0.3432	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8235	0.1918	0.4028	4.7839
50029	MCF7	10071-101-1	Palbociclib	11	312.50	0.4304	0.3845	0.3072	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9885	0.1611	0.4359	2.0900	0.3164	0.3162	0.3307	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9813	0.1613	0.3941	2.3025
50029	MCF7	10071-101-1	Palbociclib	11	625.00	0.4031	0.3591	0.3386	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9718	0.1524	0.4087	1.7483	0.3377	0.3299	0.3293	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9721	0.1721	0.4108	2.5579
50029	MCF7	10071-101-1	Palbociclib	11	1250.00	0.4556	0.3828	0.3175	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9874	0.158	0.4099	1.6180	0.4883	0.3711	0.3059	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9842	0.1834	0.4102	1.7533
50029	MCF7	10071-101-1	Palbociclib	11	2500.00	0.7069	0.4628	0.2991	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9869	0.1128	0.4775	1.6899	0.5253	0.4273	0.3080	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9873	0.1296	0.4462	1.5920
50029	MCF7	10071-101-1	Palbociclib	11	5000.00	Inf	0.5795	0.2565	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.989	0.0904	0.5798	1.5694	0.5673	0.4732	0.3246	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9914	0.0895	0.4710	1.5424
50029	MCF7	10099-101-1	Nilotinib	11	156.25	Inf	1.0500	-0.0408	flat fit: x = Einf	-3.7596	Inf	1.0500	0.0000	Inf	1.0500	-0.0294	flat fit: x = Einf	-0.4499	Inf	1.0500	0.0000
50029	MCF7	10099-101-1	Nilotinib	11	312.50	Inf	1.0500	-0.0406	flat fit: x = Einf	-3.5614	Inf	1.0500	0.0000	Inf	1.0500	-0.0314	flat fit: x = Einf	-0.938	Inf	1.0500	0.0000
50029	MCF7	10099-101-1	Nilotinib	11	625.00	Inf	0.6928	0.0214	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.5716	4.3252	0.8260	5.0000	Inf	0.7668	0.0232	flat fit: x = Einf	0.1977	Inf	0.7668	0.0000
50029	MCF7	10099-101-1	Nilotinib	11	1250.00	Inf	0.4990	0.0471	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9489	5.1831	0.5370	5.0000	Inf	0.5336	0.0417	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9317	5.2602	0.5811	5.0000
50029	MCF7	10099-101-1	Nilotinib	11	2500.00	7.6166	0.4013	0.0640	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9737	5.5603	0.3963	5.0000	7.1168	0.3416	0.0691	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9758	5.6539	0.3418	5.0000
50029	MCF7	10099-101-1	Nilotinib	11	5000.00	7.8049	0.4267	0.0709	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9868	5.1893	0.4350	5.0000	6.2487	0.2181	0.0871	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9844	5.5129	0.2327	4.9998
50029	MCF7	10102-999-6	Taxol	11	156.25	0.0096	0.3013	0.4132	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9709	0.0041	0.3371	1.3363	0.0078	0.1253	0.4713	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9495	0.0058	0.2007	1.7535
50029	MCF7	10102-999-6	Taxol	11	312.50	0.0059	0.2492	0.4616	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9755	0.0029	0.3015	1.3044	0.0064	0.0728	0.5144	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9781	0.0048	0.1541	1.2126
50029	MCF7	10102-999-6	Taxol	11	625.00	0.0034	0.2667	0.5106	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9847	0.002	0.2769	1.4580	0.004	0.1751	0.5435	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9837	0.0029	0.1838	1.3794
50029	MCF7	10102-999-6	Taxol	11	1250.00	0.0041	0.2588	0.4757	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9864	0.0028	0.2863	2.2010	0.005	0.1764	0.5038	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9812	0.0036	0.2036	1.6797
50029	MCF7	10102-999-6	Taxol	11	2500.00	0.0082	0.2836	0.4012	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9871	0.0048	0.3242	1.9524	0.0082	0.1584	0.4483	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.985	0.0058	0.2153	1.6697
50029	MCF7	10102-999-6	Taxol	11	5000.00	0.0339	0.4313	0.2715	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9745	0.0089	0.4751	2.2363	0.0198	0.2177	0.3497	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9638	0.0125	0.2649	1.6313
50029	MCF7	10146-101-3	Omipalisib	11	156.25	0.0996	0.2849	0.4392	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.966	0.0368	0.3028	0.9355	0.0587	0.0936	0.5412	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9702	0.0425	0.1173	0.8286
50029	MCF7	10146-101-3	Omipalisib	11	312.50	0.0888	0.2330	0.4800	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9674	0.038	0.2258	0.7089	0.0543	0.0479	0.5748	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.981	0.0513	0.0165	0.5733
50029	MCF7	10146-101-3	Omipalisib	11	625.00	0.0701	0.2158	0.5152	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9789	0.0364	0.1825	0.6920	0.0551	0.0787	0.5792	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.984	0.0513	0.0216	0.6241
50029	MCF7	10146-101-3	Omipalisib	11	1250.00	0.072	0.2123	0.5020	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9899	0.031	0.2165	0.6736	0.0701	0.0886	0.5421	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9893	0.0544	0.0654	0.5553
50029	MCF7	10146-101-3	Omipalisib	11	2500.00	0.1509	0.2454	0.4551	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9919	0.05	0.2282	0.5517	0.1001	0.0871	0.5187	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.989	0.0891	0.0276	0.4869
50029	MCF7	10146-101-3	Omipalisib	11	5000.00	1.3852	0.3486	0.3437	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9899	1.0526	0.0423	0.3221	0.3308	0.0707	0.4491	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9872	4.5346	-0.6352	0.3132
50057	SK-BR-3	10024-101-1	NVP-TAE684	3	156.25	Inf	0.5731	-0.0061	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9125	4.9271	0.5606	4.9887	Inf	1.0500	0.0270	flat fit: x = Einf	0.0593	Inf	1.0500	0.0000
50057	SK-BR-3	10024-101-1	NVP-TAE684	3	312.50	4.7622	0.3823	0.0733	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9661	2.9117	0.3538	2.4992	2.3024	-0.4077	0.2056	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9832	2.809	-0.4340	3.1424
50057	SK-BR-3	10024-101-1	NVP-TAE684	3	625.00	3.313	0.3174	0.0984	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9797	2.2118	0.2951	2.2076	1.6876	-0.3737	0.2169	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9929	2.2233	-0.4205	2.2138
50057	SK-BR-3	10024-101-1	NVP-TAE684	3	1250.00	2.9403	0.3603	0.1212	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.979	1.8935	0.3542	2.8010	1.6753	-0.2203	0.2370	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9861	1.9205	-0.2325	2.7952
50057	SK-BR-3	10024-101-1	NVP-TAE684	3	2500.00	2.9326	0.4202	0.1124	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9927	1.7264	0.4187	3.4289	1.5255	-0.2339	0.2422	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9942	1.7069	-0.2367	3.4496
50057	SK-BR-3	10024-101-1	NVP-TAE684	3	5000.00	Inf	0.5264	0.0763	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.995	2.4887	0.5226	3.4711	1.9407	-0.4033	0.2382	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9933	2.3019	-0.4113	3.5171
50057	SK-BR-3	10049-101-1	PLX-4720	3	156.25	Inf	0.8737	-0.0427	flat fit: x = Einf	0.2651	Inf	0.8737	0.0000	Inf	-0.3665	0.2532	flat fit: x = Einf	0.0203	Inf	-0.3665	0.0000
50057	SK-BR-3	10049-101-1	PLX-4720	3	312.50	Inf	0.9468	-0.0296	flat fit: x = Einf	-0.1565	Inf	0.9468	0.0000	Inf	0.8876	-0.0253	flat fit: x = Einf	0.4002	Inf	0.8876	0.0000
50057	SK-BR-3	10049-101-1	PLX-4720	3	625.00	Inf	0.8971	-0.0300	flat fit: x = Einf	0.2271	Inf	0.8971	0.0000	24.8776	0.7963	-0.0178	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.5526	30.9628	-0.9932	5.0000
50057	SK-BR-3	10049-101-1	PLX-4720	3	1250.00	Inf	0.9815	-0.0276	flat fit: x = Einf	-1.2255	Inf	0.9815	0.0000	Inf	0.9664	-0.0354	flat fit: x = Einf	-1.1061	Inf	0.9664	0.0000
50057	SK-BR-3	10049-101-1	PLX-4720	3	2500.00	Inf	0.9248	-0.0265	flat fit: x = Einf	0.189	Inf	0.9248	0.0000	Inf	0.8346	-0.0312	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6183	19.8465	0.6755	4.7428
50057	SK-BR-3	10049-101-1	PLX-4720	3	5000.00	Inf	0.9675	-0.0080	flat fit: x = Einf	0.2374	Inf	0.9675	0.0000	Inf	0.8807	-0.0143	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.5799	14.8978	0.8532	4.9798
50057	SK-BR-3	10071-101-1	Palbociclib	3	156.25	Inf	0.9628	0.0625	flat fit: x = Einf	0.0	Inf	0.9628	0.0000	Inf	1.0500	0.4245	flat fit: x = Einf	0.0	Inf	1.0500	0.0000
50057	SK-BR-3	10071-101-1	Palbociclib	3	312.50	Inf	0.7608	0.1043	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.8752	0.0854	0.8104	5.0000	Inf	0.4211	0.2665	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9039	0.0849	0.5377	5.0000
50057	SK-BR-3	10071-101-1	Palbociclib	3	625.00	Inf	0.5703	0.1624	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9342	1.2113	0.5135	0.5997	1.2699	0.0899	0.3473	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9624	2.0443	-0.1456	0.5368
50057	SK-BR-3	10071-101-1	Palbociclib	3	1250.00	Inf	0.5953	0.1872	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9554	1.0831	0.4946	0.4580	1.2096	0.2133	0.3620	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9564	1.1682	0.0079	0.4545
50057	SK-BR-3	10071-101-1	Palbociclib	3	2500.00	Inf	0.5984	0.2020	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9217	1.7065	0.4321	0.3631	0.4142	0.0803	0.4712	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9196	1.2715	-0.2559	0.3685
50057	SK-BR-3	10071-101-1	Palbociclib	3	5000.00	Inf	0.6310	0.1786	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9565	0.4351	0.6033	0.4919	0.0872	-0.2401	0.6677	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9547	0.192	-0.2667	0.5420
50057	SK-BR-3	10099-101-1	Nilotinib	3	156.25	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000	Inf	1.0500	0.2264	flat fit: x = Einf	0.3029	Inf	1.0500	0.0000
50057	SK-BR-3	10099-101-1	Nilotinib	3	312.50	Inf	1.0500	-0.0414	flat fit: x = Einf	-4.4122	Inf	1.0500	0.0000	Inf	1.0500	-0.0384	flat fit: x = Einf	-2.118	Inf	1.0500	0.0000
50057	SK-BR-3	10099-101-1	Nilotinib	3	625.00	Inf	0.8022	-0.0234	flat fit: x = Einf	0.0984	Inf	0.8022	0.0000	Inf	0.6168	-0.0041	flat fit: x = Einf	0.3084	Inf	0.6168	0.0000
50057	SK-BR-3	10099-101-1	Nilotinib	3	1250.00	13.6488	0.4676	0.0311	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9696	8.0249	0.4609	4.8006	8.0102	-0.0088	0.0855	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.989	8.0783	-0.0210	4.8675
50057	SK-BR-3	10099-101-1	Nilotinib	3	2500.00	9.0398	0.3818	0.0583	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.987	6.8272	0.3771	5.0000	6.1251	-0.3109	0.1426	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9947	6.7639	-0.3211	5.0000
50057	SK-BR-3	10099-101-1	Nilotinib	3	5000.00	8.8636	0.4587	0.0701	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.996	5.4179	0.4573	4.9961	4.4114	-0.5390	0.2044	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9966	5.1117	-0.5445	5.0000
50057	SK-BR-3	10102-999-6	Taxol	3	156.25	Inf	0.8033	0.0538	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.5252	62.0538	0.0135	0.3745	Inf	-0.3089	0.1752	flat fit: x = Einf	0.3217	Inf	-0.3089	0.0000
50057	SK-BR-3	10102-999-6	Taxol	3	312.50	Inf	0.5373	0.3284	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9781	0.0021	0.5357	1.8109	0.0018	-0.0885	0.7784	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9864	0.002	-0.0914	1.7611
50057	SK-BR-3	10102-999-6	Taxol	3	625.00	0.0081	0.4054	0.4100	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9585	0.0023	0.4109	1.3697	0.0017	-0.2454	0.8618	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9639	0.0022	-0.2346	1.3559
50057	SK-BR-3	10102-999-6	Taxol	3	1250.00	0.0063	0.3891	0.4066	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9883	0.003	0.3930	2.0247	0.0026	-0.1913	0.7933	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9911	0.003	-0.1834	2.0379
50057	SK-BR-3	10102-999-6	Taxol	3	2500.00	0.0052	0.3737	0.3901	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9928	0.0038	0.3896	4.9997	0.0034	-0.3866	0.8702	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9944	0.0038	-0.3546	5.0000
50057	SK-BR-3	10102-999-6	Taxol	3	5000.00	0.008	0.3778	0.3659	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.999	0.0052	0.3904	3.4397	0.0034	-0.7482	1.0618	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9989	0.0044	-0.7303	3.5838
50057	SK-BR-3	10146-101-3	Omipalisib	3	156.25	Inf	0.6731	0.1704	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6423	0.1651	0.6544	0.5391	0.0146	-0.6601	0.9668	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6253	0.1349	-0.9017	0.4638
50057	SK-BR-3	10146-101-3	Omipalisib	3	312.50	0.6803	0.3486	0.4113	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9361	0.2553	0.1049	0.2403	0.0016	-0.4719	0.9648	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9331	0.1292	-0.9419	0.2413
50057	SK-BR-3	10146-101-3	Omipalisib	3	625.00	0.0813	0.3198	0.4937	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.989	0.0124	0.2892	0.4597	0.0028	-0.4143	1.0341	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9886	0.0116	-0.4732	0.4685
50057	SK-BR-3	10146-101-3	Omipalisib	3	1250.00	0.0411	0.2870	0.5331	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9961	0.0082	0.2708	0.4856	0.0024	-0.3960	1.0387	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9962	0.0087	-0.4277	0.4865
50057	SK-BR-3	10146-101-3	Omipalisib	3	2500.00	0.0361	0.2729	0.5380	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9904	0.0083	0.2808	0.5628	0.0018	-0.5795	1.1977	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9913	0.0067	-0.5607	0.5759
50057	SK-BR-3	10146-101-3	Omipalisib	3	5000.00	0.0739	0.3330	0.4752	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9876	0.0119	0.3543	0.6743	0.0016	-0.8015	1.4337	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9932	0.0052	-0.7529	0.7880
50057	SK-BR-3	10250-999-4	Etoposide	3	156.25	Inf	0.8402	-0.0253	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.6319	20.2679	0.6709	4.4438	Inf	-0.0194	0.2032	flat fit: x = Einf	0.285	Inf	-0.0194	0.0000
50057	SK-BR-3	10250-999-4	Etoposide	3	312.50	Inf	0.5269	0.2108	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9281	0.2453	0.5853	5.0000	0.2462	-0.1117	0.5147	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9338	0.244	0.0217	5.0000
50057	SK-BR-3	10250-999-4	Etoposide	3	625.00	1.9039	0.3983	0.2229	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9742	0.6002	0.4052	1.4405	0.4681	-0.2119	0.4595	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9841	0.5985	-0.2035	1.3900
50057	SK-BR-3	10250-999-4	Etoposide	3	1250.00	0.6925	0.4225	0.2626	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9485	0.2657	0.4841	3.6001	0.2699	-0.0969	0.4956	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9472	0.2664	0.0206	3.2348
50057	SK-BR-3	10250-999-4	Etoposide	3	2500.00	0.8402	0.3905	0.2852	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9893	0.2658	0.4207	1.6000	0.2043	-0.2936	0.6115	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9901	0.2569	-0.2296	1.6488
50057	SK-BR-3	10250-999-4	Etoposide	3	5000.00	0.9621	0.4221	0.2772	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9902	0.2469	0.4464	1.6413	0.1376	-0.6045	0.8205	sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill)	0.9936	0.2009	-0.5467	1.9519
50057	SK-BR-3	10264-999-2	Methotrexate	3	156.25	Inf	1.0279	-0.0421	flat fit: x = Einf	-0.6692	Inf	1.0279	0.0000	Inf	1.0500	-0.0500	flat fit: x = Einf	-Inf	Inf	1.0500	0.0000
50057	SK-BR-3	10264-999-2	Methotrexate	3	312.50	Inf	1.0354	-0.0101	flat fit: x = Einf	-0.1259	Inf	1.0354	0.0000	Inf	1.0500	0.0126	flat fit: x = Einf	0.182	Inf	1.0500	0.0000
